Season,Team,Player,Salary
2009-10,Sacramento Kings,Joey Dorsey,881000
2009-10,Sacramento Kings,Ime Udoka,838034
2009-10,Sacramento Kings,Dominic McGuire,825497
2009-10,Sacramento Kings,Jon Brockman,457588
2009-10,Sacramento Kings,Desmond Mason,76850
2009-10,San Antonio Spurs,Tim Duncan,22183220
2009-10,San Antonio Spurs,Richard Jefferson,14200000
2009-10,San Antonio Spurs,Tony Parker,12600000
2009-10,San Antonio Spurs,Manu Ginobili,10728130
2009-10,San Antonio Spurs,Antonio McDyess,4500000
2009-10,San Antonio Spurs,Roger Mason,3780000
2009-10,San Antonio Spurs,Matt Bonner,3240380
2009-10,San Antonio Spurs,Michael Finley,2500000
2009-10,San Antonio Spurs,George Hill,1081680
2009-10,San Antonio Spurs,Ian Mahinmi,1079640
2009-10,San Antonio Spurs,Keith Bogans,1033342
2009-10,San Antonio Spurs,DeJuan Blair,850000
2009-10,San Antonio Spurs,Marcus Haislip,825497
2009-10,San Antonio Spurs,Malik Hairston,736420
2009-10,Toronto Raptors,Chris Bosh,15779912
2009-10,Toronto Raptors,Hedo Turkoglu,9000000
2009-10,Toronto Raptors,Jose Calderon,8219009
2009-10,Toronto Raptors,Andrea Bargnani,6527491
2009-10,Toronto Raptors,Reggie Evans,4960000
2009-10,Toronto Raptors,Marcus Banks,4553793
2009-10,Toronto Raptors,Jarrett Jack,4500000
2009-10,Toronto Raptors,Amir Johnson,3666666
2009-10,Toronto Raptors,DeMar DeRozan,2282640
2009-10,Toronto Raptors,Antoine Wright,2110550
2009-10,Toronto Raptors,Rasho Nesterovic,1990000
2009-10,Toronto Raptors,Patrick O'Bryant,1620000
2009-10,Toronto Raptors,Marco Belinelli,1547640
2009-10,Toronto Raptors,Sonny Weems,736420
2009-10,Toronto Raptors,Pops Mensah-Bonsu,242793
2009-10,Toronto Raptors,Quincy Douby,85519
2009-10,Utah Jazz,Andrei Kirilenko,16452000
2009-10,Utah Jazz,Carlos Boozer,13520500
2009-10,Utah Jazz,Deron Williams,12323900
2009-10,Utah Jazz,Mehmet Okur,9000000
2009-10,Utah Jazz,Paul Millsap,7692932
2009-10,Utah Jazz,Kyle Korver,5155115
2009-10,Utah Jazz,C.J. Miles,3700000
2009-10,Utah Jazz,Ronnie Price,1250000
2009-10,Utah Jazz,Kosta Koufos,1214040
2009-10,Utah Jazz,Kyrylo Fesenko,870000
2009-10,Utah Jazz,Wesley Matthews,457588
2009-10,Utah Jazz,Sundiata Gaines,269169
2009-10,Washington Wizards,Gilbert Arenas,16192080
2009-10,Washington Wizards,Zydrunas Ilgauskas,11541074
2009-10,Washington Wizards,Josh Howard,10890000
2009-10,Washington Wizards,Mike Miller,9750000
2009-10,Washington Wizards,Mike James,6466600
2009-10,Washington Wizards,Randy Foye,3575761
2009-10,Washington Wizards,Andray Blatche,3000000
2009-10,Washington Wizards,Fabricio Oberto,2100000
2009-10,Washington Wizards,Al Thornton,1900200
2009-10,Washington Wizards,Nick Young,1714800
2009-10,Washington Wizards,JaVale McGee,1496640
2009-10,Washington Wizards,Javaris Crittenton,1477920
2009-10,Washington Wizards,Earl Boykins,1191180
2009-10,Washington Wizards,Quinton Ross,1033342
2009-10,Washington Wizards,James Singleton,1030189
2009-10,Washington Wizards,Paul Davis,80488
2008-09,Atlanta Hawks,Mike Bibby,14983603
2008-09,Atlanta Hawks,Joe Johnson,14232567
2008-09,Atlanta Hawks,Josh Smith,10000000
2008-09,Atlanta Hawks,Speedy Claxton,5757818
2008-09,Atlanta Hawks,Marvin Williams,5636143
2008-09,Atlanta Hawks,Al Horford,4026720
2008-09,Atlanta Hawks,Zaza Pachulia,4000000
2008-09,Atlanta Hawks,Maurice Evans,2500000
2008-09,Atlanta Hawks,Acie Law,2071680
2008-09,Atlanta Hawks,Ronald Murray,1500000
2008-09,Atlanta Hawks,Randolph Morris,797581
2008-09,Atlanta Hawks,Solomon Jones,797581
2008-09,Atlanta Hawks,Mario West,711517
2008-09,Atlanta Hawks,Thomas Gardner,711517
2008-09,Atlanta Hawks,Othello Hunter,442114
2008-09,Boston Celtics,Kevin Garnett,24751934
2008-09,Boston Celtics,Ray Allen,18388430
2008-09,Boston Celtics,Paul Pierce,18077903
2008-09,Boston Celtics,Kendrick Perkins,4578880
2008-09,Boston Celtics,Brian Scalabrine,3206897
2008-09,Boston Celtics,Eddie House,2650000
2008-09,Boston Celtics,Tony Allen,2500000
2008-09,Boston Celtics,Rajon Rondo,1315080
2008-09,Boston Celtics,J.R. Giddens,957120
2008-09,Boston Celtics,Leon Powe,797581
2008-09,Boston Celtics,Gabe Pruitt,711517
2008-09,Boston Celtics,Glen Davis,711517
2008-09,Boston Celtics,Henry Walker,542114
2008-09,Charlotte Bobcats,Emeka Okafor,9537500
2008-09,Charlotte Bobcats,Gerald Wallace,9500000
2008-09,Charlotte Bobcats,Boris Diaw,9000000
2008-09,Charlotte Bobcats,Nazr Mohammed,6049400
2008-09,Charlotte Bobcats,Vladimir Radmanovic,6049400
2008-09,Charlotte Bobcats,DeSagana Diop,5585000
2008-09,Charlotte Bobcats,Raja Bell,5000000
2008-09,Charlotte Bobcats,Raymond Felton,4148716
2008-09,Charlotte Bobcats,Sean May,2661027
2008-09,Charlotte Bobcats,D.J. Augustin,2208960
2008-09,Charlotte Bobcats,Alexis Ajinca,1276320
2008-09,Charlotte Bobcats,Juwan Howard,928143
2008-09,Charlotte Bobcats,Sean Singletary,442114
2008-09,Charlotte Bobcats,Cartier Martin,200252
2008-09,Charlotte Bobcats,Linton Johnson,125374
2008-09,Charlotte Bobcats,Andre Brown,107908
2008-09,Charlotte Bobcats,Dwayne Jones,46812
2008-09,Chicago Bulls,Brad Miller,11375000
2008-09,Chicago Bulls,Kirk Hinrich,10000000
2008-09,Chicago Bulls,Luol Deng,9385000
2008-09,Chicago Bulls,Ben Gordon,6404750
2008-09,Chicago Bulls,Jerome James,6200000
2008-09,Chicago Bulls,Tim Thomas,6049400
2008-09,Chicago Bulls,John Salmons,5104000
2008-09,Chicago Bulls,Derrick Rose,4822800
2008-09,Chicago Bulls,Tyrus Thomas,3749880
2008-09,Chicago Bulls,Joakim Noah,2295480
2008-09,Chicago Bulls,Lindsey Hunter,1143473
2008-09,Chicago Bulls,Anthony Roberson,797581
2008-09,Chicago Bulls,Aaron Gray,711517
2008-09,Chicago Bulls,Demetris Nichols,87893
2008-09,Cleveland Cavaliers,Ben Wallace,14500000
2008-09,Cleveland Cavaliers,LeBron James,14410581
2008-09,Cleveland Cavaliers,Wally Szczerbiak,13775000
2008-09,Cleveland Cavaliers,Zydrunas Ilgauskas,10841615
2008-09,Cleveland Cavaliers,Mo Williams,8353000
2008-09,Cleveland Cavaliers,Eric Snow,7312500
2008-09,Cleveland Cavaliers,Anderson Varejao,5784480
2008-09,Cleveland Cavaliers,Sasha Pavlovic,4500000
2008-09,Cleveland Cavaliers,Delonte West,3850000
